itemLabel,birthplaceLabel,birthdate,coord,deathplaceLabel,praenomenLabel,gensLabel,cognomenLabel,fatherLabel,motherLabel
Lucius Silius Decianus,,0055-01-01T00:00:00Z,,,Lucius,Silia gens,,,
Lucius Statius Aquilia,,0050-01-01T00:00:00Z,,,Lucius,Aquillia gens,,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Gaius,Acilia gens,Quintilianus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Lucius,Acilia gens,Quintilianus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Gaius,Clodia gens,Quintilianus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Lucius,Clodia gens,Quintilianus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Gaius,Curiatia gens,Quintilianus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Lucius,Curiatia gens,Quintilianus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Gaius,Stertinia gens,Quintilianus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Lucius,Stertinia gens,Quintilianus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Gaius,Acilia gens,Strabo,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Lucius,Acilia gens,Strabo,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Gaius,Clodia gens,Strabo,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Lucius,Clodia gens,Strabo,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Gaius,Curiatia gens,Strabo,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Lucius,Curiatia gens,Strabo,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Gaius,Stertinia gens,Strabo,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Lucius,Stertinia gens,Strabo,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Gaius,Acilia gens,Maternus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Lucius,Acilia gens,Maternus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Gaius,Clodia gens,Maternus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Lucius,Clodia gens,Maternus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Gaius,Curiatia gens,Maternus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Lucius,Curiatia gens,Maternus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Gaius,Stertinia gens,Maternus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Lucius,Stertinia gens,Maternus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Gaius,Acilia gens,Nummus,,
Lucius Stertinius Quintilianus Acilius Strabo Gaius Curiatius Maternus Clodius Nummus,,,,,Lucius,Acilia gens,Nummus,,
Sextus Cocceius Vibianus,,,,,Sextus,Cocceia gens,,,
Arrius Aper,,,,,,Arria gens,,,
Aemilius Rectus,,,,,t2135392278,Aemilia gens,Rectus,,
Lucius Plotius Gallus,,-0150-01-01T00:00:00Z,,,Lucius,,,,
Marius Secundus,,,,,t2135393205,Maria gens,Secundus,,
Lucius Procilius,,t2135391869,,t2135391870,Lucius,Procilia gens,,Lucius Procilius,t2135391864
Quintus Ancharius,,-0095-01-01T00:00:00Z,,,Quintus,,,,
Publius Servilius Globulus,,-0200-01-01T00:00:00Z,,t2135392264,Publius,Servilia gens,,t2135392274,t2135392272
Publius Cornelius Lentulus,,,,,Publius,Cornelia gens,Lentulus,Servius Cornelius Lentulus,
Publius Sabinus,,,,,Publius,,,,
Publius Pasidienus Firmus,,0050-01-01T00:00:00Z,,,Publius,,,,
Quintus Hortensius Hortalus,,-0050-01-01T00:00:00Z,,,Quintus,Hortensia gens,,Quintus Hortensius,Lutatia
Publi Sili,,,,,Publius,,,,
Publius Cornelius Lentulus Marcellinus,,,,,Publius,Cornelia gens,Lentulus,,
Publius Cornelius Lentulus Marcellinus,,,,,Publius,Cornelia gens,Marcellinus,,
Publi Furi,,,,,Publius,,,,
Publius Magius,,,,,Publius,,,,
Publius Pomponius Flaccus,,,,,Publius,,,,
Publius Titius Perpetuus,,,,,Publius,Titia gens,,,
Licinius Proculus,,,,,,Licinia gens,,,
Herennius Gallus,,,,,,Herennia gens,,,
Hermogenes of Carthago,,0150-01-01T00:00:00Z,,,,,,,
Icelus Marcianus,,0001-01-01T00:00:00Z,,,,,,,
Marcus Popillius Laenas,,-0400-01-01T00:00:00Z,,t2124943477,Marcus,Popillia gens,Laenas,Marcus Popillius Laenas,t2124943478
Postumus the Younger,,0250-01-01T00:00:00Z,,,,,,Postumus,
Attalus,,,,,,,,,
Aulus Terentius Varro Murena,,-0055-01-01T00:00:00Z,,,Aulus,Licinia gens,,Aulus Terentius Varro,
Aulus Terentius Varro Murena,,-0055-01-01T00:00:00Z,,,Aulus,Terentia gens,,Aulus Terentius Varro,
Aurelius Arcadius Charisius,,0299-01-01T00:00:00Z,,,t2228366426,Aurelia gens,,,
Septimius Acindynus,,0300-01-01T00:00:00Z,,,,Septimia gens,,,
Aulus Caecilius Faustinus,,0050-01-01T00:00:00Z,,,Aulus,Caecilia gens,,,
Sallustius,,0400-01-01T00:00:00Z,,,,Flavia gens,,,
Lucius Maecius Postumus,,0050-01-01T00:00:00Z,,,Lucius,Maecia gens,,,
Titus Iunius Montanus,,0050-01-01T00:00:00Z,,,Titus,Junia gens,,,
Gaius Minucius Fundanus,,0050-01-01T00:00:00Z,,,Gaius,Minucia gens,,,
Gaius Iunius Serius Augurinus,,0100-01-01T00:00:00Z,,,Gaius,Junia gens,,,
Gaius Veturius Geminus Cicurinus,,-0600-01-01T00:00:00Z,,t2150058555,Publius,Veturia gens,Cicurinus,t2150058554,t2150058553
Gaius Veturius Geminus Cicurinus,,-0600-01-01T00:00:00Z,,t2150058555,Publius,Veturia gens,Geminus,t2150058554,t2150058553
Publius Silius Nerva,,-0050-01-01T00:00:00Z,,,Publius,Silia gens,,,
Chrysanthus,,,,Constantinople,,,,Marcianus,
Titus Rustius Nummius Gallus,,-0050-01-01T00:00:00Z,,,Titus,Nummia gens,Gallus,,
Titus Rustius Nummius Gallus,,-0050-01-01T00:00:00Z,,,Titus,Rustia gens,Gallus,,
Pelagonius,,0400-01-01T00:00:00Z,,,,,,,
Gaius Catius Clemens,,,,,Gaius,Catia gens,,Publius Catius Sabinus,
Marcus Fabius Buteo,,,,,Marcus,,,,
Quintus Fabius Buteo,,,,,Quintus,,,,
Florentius of Semina,,,,,,,,,
Julius Alexander,,0150-01-01T00:00:00Z,,,t2170729069,Julia gens,Alexander,,
Marcus Julius Gessius Bassianus,,,,,Marcus,,,Marcus Julius Gessius Marcianus,
Tiberius Julius Balbillus,,,,,Tiberius,,,,
Titus Julius Balbillus,,,,,Titus,,,,
Marcus Erucius Clarus,,0050-01-01T00:00:00Z,,,Marcus,Erucia gens,,,
Eubulos,,-0050-01-01T00:00:00Z,,,,,,,
Marcus Gratidius,,-0200-01-01T00:00:00Z,,Italian Peninsula,Marcus,Gratidia gens,,Marcus Gratidius,Maria
Gratidia,,t2164344055,,t2164344053,,Gratidia gens,,Marcus Gratidius,Maria
Aurelius Sakaon,,,,,t2015054033,Aurelia gens,,,
Marcus Lucretius Diogenes,,,,,Marcus,Lucretia gens,,,
Lucianus,,,,,,,,,
Marcianus,,,,,,,,,
Pedius,,-0200-01-01T00:00:00Z,,t2126867680,Marcus,Pedia gens,,t2126867672,t2126867679
Pedius,,-0200-01-01T00:00:00Z,,t2126867680,Quintus,Pedia gens,,t2126867672,t2126867679
Sextus Subrius Dexter,,0050-01-01T00:00:00Z,,,Sextus,Subria  gens,Dexter,,
Marcus Lucilius,,,,,Marcus,Lucilia gens,,,
Gaius Marius,,t2118346357,,t2118346353,Gaius,Maria gens,,t2118346344,t2118346347
Fulcinia,,-0200-01-01T00:00:00Z,,t2248161776,,Fulcinia gens,,t2248161773,t2248161777
Lusius,,-0200-01-01T00:00:00Z,,t2118346820,t2118346818,Lusia gens,,t2118346819,t2118346825
Marcus Aquinius,,-0100-01-01T00:00:00Z,,t2119168990,Marcus,Aquinia gens,,t2119168998,t2119168996
Aquinius,,t2114249817,,t2114249818,t2114249826,Aquinia gens,,t2114249820,t2114249821
Salonius,,t2044441183,,t2044441180,t2044441182,Salonia gens,,t2044441172,t2044441171
Quintus Aemilius Lepidus,,-0100-01-01T00:00:00Z,,t2115956690,Quintus,Aemilia gens,Lepidus,Marcus Aemilius Lepidus,Junia Secunda
Modestus,,,,,t2211700845,t2211700841,Modestus,,
Marcus Marcius,,-0300-01-01T00:00:00Z,,t2169317468,Marcus,Marcia gens,,t2169317470,t2169317471
Flavius Antiochianus,,,,,,Flavia gens,,,
Sergius Orata,,,,,,,,,
Gaius Fisius Sabinus,,0050-01-01T00:00:00Z,,,Gaius,,,,
Quintus Sulpicius Longus,,,,,Quintus,,,,
Marcus Annius Messala,,0050-01-01T00:00:00Z,,,Marcus,Annia gens,,,
Marcus Arruntius Aquila,,0050-01-01T00:00:00Z,,,Marcus,Arruntia gens,,Marcus Arruntius Aquila,
Marcus Umbrius Primus,,,,,Marcus,Umbria  gens,,,
Publius Lucius Cosconianus,,0050-01-01T00:00:00Z,,,Publius,,,,
Lucius Junius Caesennius Paetus,,,,,Lucius,,,,
Manius Acilius Glabrio,,,,,Manius,,,,
Manius Acilius Faustinus,,0150-01-01T00:00:00Z,,,Manius,Acilia gens,,,
Manius Valerius Messala Potitus,,,,,Manius,,,,
Publius Aelius Aelianus,,,,,Publius,Aelia gens,,,
Publius Aelius Martialis,,,,,Publius,Aelia gens,Martialis,,
Publius Aelius Vibullius Rufus,,,,,Publius,Aelia gens,,,
Lucius Julius Caesar,,-0300-01-01T00:00:00Z,,t2108944803,Lucius,Julia gens,Caesar,t2108944801,t2108944804
Aemilius Pacensis,,,,Rome,,,,,
Larcius Licinius,,0035-01-01T00:00:00Z,,,,Licinia gens,,,
Saint Maginus,,0300-01-01T00:00:00Z,,,,,,,
Claudius Pacatus,,,,,t2134700998,Claudia gens,,,
Marcus Firmus,,,,,Marcus,,,,
Marcus Stallius,,-0150-01-01T00:00:00Z,,,Marcus,,,,
Quintus Fabius Postuminus,,0050-01-01T00:00:00Z,,,Quintus,Fabia gens,,,
Tiberius Julius Lupus,,0100-01-01T00:00:00Z,,,Tiberius,Julia gens,Lupus,,
Saint Claudia,,t2232454988,,Rome,,Claudia gens,,,
Lucius Egilius,,,,,Lucius,Egilia gens,,,
Lucius Ninnius Quadratus,,,,,Lucius,Ninnia gens,Quadratus,,
Mettius Curtius Sabinus,,,,,Mettius,,,,
Ninnius Crassus,,,,,t2134794754,Ninnia gens,Crassus,,
Octavius Ruso,,,,,t2134782163,Octavia gens,,,
Octavius Musa,,,,,t2251724846,Octavia gens,Musa,,
Publicius Marcellus,,0050-01-01T00:00:00Z,,,Gaius,Publicia gens,Marcellus,,
Quintus Eclogius,,,,,Quintus,,,,
Quintus Glitius Felix,,,,,Quintus,Glitia gens,Felix,,
Ablabius Murena,,,,,,,,,
Lucius Fulvius Aburnius Valens,,0100-01-01T00:00:00Z,,t2214578336,Lucius,Aburnia gens,Valens,Gaius Aburnius Valens,t2214578341
Lucius Fulvius Aburnius Valens,,0109-01-01T00:00:00Z,,t2214578336,Lucius,Aburnia gens,Valens,Gaius Aburnius Valens,t2214578341
Albinus,,,,,,,,,
Publius Alfenus Varus,,,,,Publius,Alfena gens,Varus,,
Antistius,,,,,t2263171634,Antistia gens,,,
Antonius Flamma,,,,,,Antonia gens,,,
Publius Anteius Antiochus,,0150-01-01T00:00:00Z,,,Publius,,,,
Appius Claudius Pulcher,,-0100-01-01T00:00:00Z,,t2135461371,Appius,Claudia gens,Pulcher,Appius Claudius Pulcher,t2135461358
Appius Claudius Pulcher,,-0100-01-01T00:00:00Z,,t2135461371,Appius,Claudia gens,Pulcher,Gaius Claudius Pulcher,t2135461358
Appius Claudius Pulcher,,,,,Appius,,,,
Asinius Quadratus,,,,,t2253237943,Asinia gens,Quadratus,,
Asinia Pollia,,,,,,Asinia gens,,Gaius Asinius Pollio,
Aulus Gabinius,,t2135460877,,t2135460869,Aulus,Gabinia gens,,t2135460898,t2135460890
Aulus Manlius Torquatus,,,,,Aulus,Manlia gens,Torquatus,,
Aulus Postumius Albinus,,,,,Aulus,,,,
Aurelius Eubulus,,,,,t2135461370,Aurelia gens,,,
Marcus Bassaeus Rufus,,0150-01-01T00:00:00Z,,,Marcus,Bassaea gens,Rufus,,
Baebius Marcellinus,,,,,t2170963028,Baebia gens,,,
Gaius Anicius,,,,,Gaius,,,,
Calpurnia,,,,,,Calpurnia gens,,,
Caninius Celer,,,,,t2135533873,Caninia gens,Celer,,
Gaius Caecina Tuscus,,0050-01-01T00:00:00Z,,,Gaius,,,,
Celer,,0050-01-01T00:00:00Z,,,t2126613504,t2126613506,Celer,,
Publius Celer,,,,,Publius,t2135581106,Celer,,
Cilo,,,,,t2135487144,t2135487142,Chilo,,
Comini,,,,,Lucius,,,,
Cornelius Lentulus,,,,,t2228200780,Cornelia gens,Lentulus,,
Cornelius Sulla,,,,,,,,Sulla,Caecilia Metella Dalmatica
Decius Calpurnius,,,,,Decius,Calpurnia gens,,,
Decimus Iunius Brutus,,,,,Decimus,Junia gens,Brutus,,
Decimus Quinctius,,,,,Decimus,Quinctia gens,,,
Aelius Gallus,,,,,t2178343192,Aelia gens,Gallus,,
Aelius Serapion,,,,,t2135436560,Aelia gens,,,
Aelius Serenus,,,,,t2135438031,Aelia gens,,,
Aemilia Paulla,,-0021-01-01T00:00:00Z,,,,Aemilia gens,Paulla,Paullus Aemilius Lepidus,Cornelia
Spurius Veturius Crassus Cicurinus,,,,,Spurius,Veturia gens,Cicurinus,,
Spurius Veturius Crassus Cicurinus,,,,,Spurius,Veturia gens,Crassus,,
Statorius,,,,,t2135545176,Statoria  gens,t2135545180,,
Statilius Capella,,,,,t2190131078,Statilia gens,Capella,,
Eutyches,,,,,,,,,
Fabius Marcellinus,,,,,t2170964582,Fabia gens,,,
Flamidià del Conflent,,,,,,,,,
Flavianus,,,,,t2135473626,t2135473623,Flavianus,,
Flavianus,,,,,t2135474052,t2135474053,Flavianus,,
Phocas,,,,,,,,,
Gaius Acilius Glabrio,,,,,Gaius,Acilia gens,Glabrio,,
Gaius Bibulus,,,,,Gaius,Calpurnia gens,Bibulus,Calpurnius Bibulus,
Gaius Canuleius,,,,,Gaius,,,,
Gaius Cetronius,,,,,Gaius,,,,
Gaius Cosconius,,t2251082888,,,Gaius,Cosconia gens,,,
Gaius Cosconius,,-0105-01-01T00:00:00Z,,,Gaius,Cosconia gens,,,
Gaius Curtius Peducaeanus,,,,,Gaius,Curtia gens,Peducaeanus,,
Gaius Decimius,,,,,Gaius,,,,
Gaius Fannius Strabo,,,,,Gaius,Fannia gens,Strabo,,
Gaius Fannius,,0100-01-01T00:00:00Z,,,Gaius,,,,
Gaius Fannius,,-0100-01-01T00:00:00Z,,,Gaius,,,,
Gaius Fuficius Fango,,-0100-01-01T00:00:00Z,,,Gaius,,,,
Gaius Hostilius Cato,,-0300-01-01T00:00:00Z,,t2237258550,Gaius,Hostilia gens,Cato,Hostilius Cato,t2237258560
Gaius Julius Postumus,,,,,Gaius,,,,
Lucius Marcius Septimus,,-0300-01-01T00:00:00Z,,,Lucius,Marcia gens,,,
Gaius Memmius Quririnus,,,,,,,,,
Gaius Messius,,,,,Gaius,Messia gens,,,
Gaius Opimius Pansa,,,,,Gaius,Opimia gens,Pansa,,
Gaius Publicius Malleolus,,,,,Gaius,Publicia gens,Malleolus,,
Gaius Rubrius Gallus,,,,,Gaius,Rubria gens,Gallus,Rubrius Gallus,
Gaius Sempronius Longus,,-0300-01-01T00:00:00Z,,t2135673860,Gaius,Sempronia gens,Longus,Tiberius Sempronius Longus,t2135673867
Gaius Sulpicius Galba,,,,,Gaius,Sulpicia gens,Galba,Publius Sulpicius Galba Maximus,
Gaius Vettius Aquilinus,,,,,Gaius,Vettia gens,,,
Gallonius Avitus,,,,,t2135610579,Gallonia gens,Avitus,,
Gaius Maenius,,-0600-01-01T00:00:00Z,,t2135651546,Gaius,Maenia gens,,t2135651545,t2135651544
Marcus Duronius,,,,,Marcus,,,,
Gnaeus Manlius,,,,,Gnaeus,Manlia gens,,,
Gnaeus Papirius Aelianus,,0100-01-01T00:00:00Z,,,Gnaeus,,,,
Gnaeus Plancius,,-0100-01-01T00:00:00Z,,,Gnaeus,,,,
Gnaeus Octavius Rufus,,,,,Gnaeus,Octavia gens,Rufus,,
Lucius Julius Faustinianus,,,,,Lucius,,,,
Lucius Julius Frugi,,0050-01-01T00:00:00Z,,,Lucius,Julia gens,Frugi,,
Lucius Junius Caesennius Paetus,,0050-01-01T00:00:00Z,,,Lucius,Caesennia gens,,Lucius Caesennius Paetus,
Publius Falcidius,,,,,Publius,,,,
Lentulus,,,,,t2113267416,t2113267415,Lentulus,,
Gaius Pomponius Camerinus,,0100-01-01T00:00:00Z,,,Gaius,Pomponia gens,,,
Aspasius,,0080-01-01T00:00:00Z,,,,,,,
Quintus Articuleius Paetinus,,0050-01-01T00:00:00Z,,,Quintus,Articuleia gens,,,
Septimius Herodes,,0250-01-01T00:00:00Z,,Homs,,Septimia gens,,Odaenathus,
Gnaeus Pedius Cascus,,0050-01-01T00:00:00Z,,,Gnaeus,,,,
Marcus Ostorius Scapula,,0100-01-01T00:00:00Z,,,Marcus,Ostoria gens,Scapula,Publius Ostorius Scapula,
Caecina Decius Aginatius Albinus,,0400-01-01T00:00:00Z,,,,Decia gens,,,
Julius Africanus,,,,,,Julia gens,,,
Gaius Cicereius,,,,,Gaius,,,,
Celio Sinfosio,,0350-01-01T00:00:00Z,,,,Caelia gens,,,
Triccianus,,,,,,,,,
Marcus Junius Brutus,,-0150-01-01T00:00:00Z,,,Marcus,,,,
Marius Priscus,,0050-01-01T00:00:00Z,,,,Maria gens,,,
Medullina,,,,,,,Medullina,,
Palladius of Ratiaria,,0301-01-01T00:00:00Z,,,,,,,
Quinto Nonio Regiliano,,,,,,Nonia gens,,,
Julia de Mérida,,0300-01-01T00:00:00Z,,Emerita Augusta,,Julia gens,,,
Julia,,,,,,Julia gens,,Tigranes VI of Armenia,
Julia Bodina,,,,,,Julia gens,,,
Julia Pacata,,,,,,Julia gens,,Julius Indus,
Julia Urania,,,,,,Julia gens,,,
Juventinus Albius Ovidius,,,,,,Albia gens,,,
Quintus Fulvius Gillo Bittius Proculus,,0050-01-01T00:00:00Z,,,Quintus,Fulvia gens,,Marcus Fulvius Gillo,
Titus Sextius Magius Lateranus,,0050-01-01T00:00:00Z,,,Titus,Sextia gens,Lateranus,,
Titus Sextius Magius Lateranus,,0050-01-01T00:00:00Z,,,Titus,Magia gens,Lateranus,,
Gaius Julius Lacer,,,,,Gaius,Julia gens,,,
Lucius Hirtuleius,,-0150-01-01T00:00:00Z,,,Lucius,,,,
Julia,,-0200-01-01T00:00:00Z,,t2077504160,,Julia gens,,Lucius Julius Caesar,Fulvia
Julia,,-0100-01-01T00:00:00Z,,t2077504160,,Julia gens,,Lucius Julius Caesar,Fulvia
Julia Procilla,,t2126592028,,,,Julia gens,,,
Latinius Pandus,,-0001-01-01T00:00:00Z,,,t2115026768,,,,
Livia Ocellina,,,,,,Livia gens,,,
Lollius Bassus,,-0050-01-01T00:00:00Z,,,,Lollia gens,,,
Gaius Turranius Gracilis,,-0041-01-01T00:00:00Z,,,Gaius,,,,
Lucilia,,,,,,Lucilia gens,,,
Lucius Caesennius Antoninus,,0095-01-01T00:00:00Z,,,Lucius,Caesennia gens,Antoninus,Lucius Caesennius Sospes,
Lucius Caesennius Lento,,-0050-01-01T00:00:00Z,,,Lucius,,,,
Lucius Claudius Pulcher Nemo,,,,,Lucius,,,,
Lucius Clodius Tineius Pupienus Bassus,,0220-01-01T00:00:00Z,,,Lucius,Tineia gens,,Tiberius Clodius Pupienus Pulcher Maximus,
Lucius Julius Maelo Caudicus,,-0009-01-01T00:00:00Z,,,Lucius,Julia gens,,,
Lucius Julius Gainius Fabius Agrippa,,0001-01-01T00:00:00Z,,,Lucius,Fabia gens,,,
Lucius Mindius,,0001-01-01T00:00:00Z,,,Lucius,,,,
Lucius Nonius Asprenas,,,,,Lucius,Nonia gens,,Lucius Nonius Asprenas,
Lucius Quinctius,,-0123-01-01T00:00:00Z,,,Lucius,Quinctia gens,,,
Lucius Roscius Otho,,-0150-01-01T00:00:00Z,,Rome,Lucius,Roscia gens,Otho,,
Lucius Roscius,,-0500-01-01T00:00:00Z,,Fidenae,Lucius,Roscia gens,,t2109157813,t2109157812
Lucius Septimius,,,,,Lucius,Septimia gens,,,
Lucius Septimius Flavianus Flavillianus,,,,,Lucius,Septimia gens,Flavianus,,
Lucius Septimius Flavianus Flavillianus,,,,,Lucius,Septimia gens,Flavillianus,,
Lucius Tarius Rufus,,-0001-01-01T00:00:00Z,,,Lucius,,,,
Lucius Turranius Venustus Gratianus,,0250-01-01T00:00:00Z,,,Lucius,,,,
Lucius Vibullius Hipparchus,,0161-01-01T00:00:00Z,,,Lucius,Vibullia gens,,Lucius Vibullius Rufus,Athenais
Lucius Vibullius Hipparchus,,,,,Lucius,Vibullia gens,,Lucius Vibullius Rufus,Claudia Alcia
Lucius Vibius Sabinus,,0050-01-01T00:00:00Z,,,Lucius,Vibia gens,,,
Lucius Vibullius Rufus,,,,,Lucius,Vibullia gens,,Publius Aelius Vibullius Rufus,
Lucius Vipstanus Claudius Poplicola Messalla,,0105-01-01T00:00:00Z,,,Lucius,Claudia gens,,Lucius Vipstanus Messalla,
Marcus Sattonius Iucundus,,,,,Marcus,,Iucundus,,
Macrinus,,0301-01-01T00:00:00Z,,,t2189583436,t2189583434,Macrinus,,
Maecilius Fuscus,,,,,t2192815574,Maecilia gens,Fuscus,,
Marcius Agrippa,,,,,,Marcia gens,,,
Marcus Cocceius Anicius Faustus Flavianus,,0250-01-01T00:00:00Z,,,Marcus,Anicia gens,Flavianus,,
Marcus Cocceius Anicius Faustus Flavianus,,0250-01-01T00:00:00Z,,,Marcus,Cocceia gens,Flavianus,,
Marcus Cocceius Anicius Faustus Flavianus,,0250-01-01T00:00:00Z,,,Marcus,Anicia gens,Faustus,,
Marcus Cocceius Anicius Faustus Flavianus,,0250-01-01T00:00:00Z,,,Marcus,Cocceia gens,Faustus,,
Marcus Considius Nonianus,,-0050-01-01T00:00:00Z,,,Marcus,,,,
Marcus Domitius Calvinus,,-0120-01-01T00:00:00Z,,,Marcus,,,,
Marcus Egnatius Marcellinus,,0050-01-01T00:00:00Z,,,Marcus,Egnatia gens,,,
Marcus Egnatius Postumus,,,,,Marcus,Egnatia gens,,,
Marcus Furius Camillus,,,,,Marcus,,,,
Marcus Junius Brutus,,,,,Marcus,Junia gens,Brutus,,Servilia of the Junii
Marcus Junius Rufus,,0050-01-01T00:00:00Z,,,Marcus,Junia gens,,,
Marcus Plancius Varus,,,,,Marcus,,,,
Marcus Pupienus Maximus,,0145-01-01T00:00:00Z,,,Marcus,,,,
Marcus Tullius Cicero,,,,,Marcus,Tullia gens,Cicero,,
Marcus Ulpius Eubiotus Leurus,,,,,Marcus,Ulpia gens,,,
Marcus Ulpius Leurus,,0155-01-01T00:00:00Z,,,Marcus,Ulpia gens,,,
Marius Valerianus,,0201-01-01T00:00:00Z,,,,Maria gens,,,
Mark Antony,,,,,,,,,
Minucius Acilianus,,,,,,Minucia gens,,Minucius Macrinus,
Minucius Macrinus,,,,,t2200170081,Minucia gens,Macrinus,,
Gaius Iulius Commodus Orfitianus,,0150-01-01T00:00:00Z,,,Gaius,Julia gens,,,
Modius Julius,,,,,,Modia gens,,,
Valerius Maximus Basilius,,0250-01-01T00:00:00Z,,,Lucius,Valeria gens,,Messalla,
Sextus Cornelius Dexter,,0050-01-01T00:00:00Z,,,Sextus,Cornelia gens,Dexter,,
Quintus Goredius Gallus Gargilius Antiquus,,0050-01-01T00:00:00Z,,,Marcus,,,,
Nonius Philippus,,,,,,Nonia gens,,,
Octavia of the Julii,,,,,,,,,Atia of the Julii
Octavius Sabinus,,,,,t2115481322,Octavia gens,,,
Orestes of Cappadocia,,,,,,,,,
Paconius Agrippinus,,,,,Quintus,Paconia gens,Agrippinus,Marcus Paconius,
Peregrine of Auxerre,,0300-01-01T00:00:00Z,,Auxerre,,,,,
Petronius,,,,,,Petronia gens,,,
Philagrius,,0295-01-01T00:00:00Z,,,,Flavia gens,,,
Plancia Magna,,0075-01-01T00:00:00Z,,,,,,Marcus Plancius Varus,Julia
Pollienus Auspex,,,,,,,,,
Pomponia Ummidia,,0219-01-01T00:00:00Z,,,,Ummidia gens,,Pomponius Bassus,Annia Faustina
Postumius Suagrus,,0250-01-01T00:00:00Z,,,,Postumia gens,,,
Marcus Terentius Varro Gibba,,,,,Marcus,,,,
Marcus Terpolius,,,,,Marcus,,,,
Marcus Titius,,,,,Marcus,,,,
Publius Vicrius,,,,,Publius,,,,
Publius Gabinius Secundus,,,,,Publius,Gabinia gens,Secundus,,
Publius Aelius Paetus,,,,,Publius,,,,
Publius Ducenius Verres,,0050-01-01T00:00:00Z,,,Publius,,,,
Publius Calvisius Ruso,,0050-01-01T00:00:00Z,,,Publius,Calvisia gens,,,
Publius Calvisius Ruso,,0050-01-01T00:00:00Z,,,Publius,Calvisia gens,,Publius Calvisius Ruso,
Acilia,,0100-01-01T00:00:00Z,,t2201225640,,Acilia gens,,Lucius Acilius Lucanus,Valeria
Lucius Baebius Avitus,,0050-01-01T00:00:00Z,,,Lucius,Baebia gens,Avitus,,
Baebius Probus,,,,,t2089307032,Baebia gens,Probus,,
Avitus,,,,,t2063433188,t2063433190,Avitus,,
Lucius Axius Naso,,,,,Lucius,,Naso,,
Badius Macrinus,,,,,t2058687832,Badia gens,Macrinus,,
Gaius Antonius Verecundus,,,,,Gaius,Antonia gens,Verecundus,,
Egnatius Verecundus,,0150-01-01T00:00:00Z,,,t2167293818,Egnatia gens,Verecundus,,
Gaius Drusus,,,,,Gaius,t2104015667,Drusus,,
Julius Verecundus,,0050-01-01T00:00:00Z,,,t2167295262,Julia gens,Verecundus,,
Cornelius Celer,,0200-01-01T00:00:00Z,,,t2128052814,Cornelia gens,Celer,,
Quintus Caecilius Laetus,,,,,Quintus,Caecilia gens,,,
Quintus Caecilius Fronto,,,,,Quintus,Caecilia gens,Fronto,,
Lucius Caecilius Celer Rectus,,,,,Lucius,Caecilia gens,Rectus,,
Lucius Caecilius Celer Rectus,,,,,Lucius,Caecilia gens,Celer,,
Lucius Caecilius Rufus,,,,,Lucius,Caecilia gens,Rufus,,
Gaius Calpurnius Flaccus,,,,,Gaius,Calpurnia gens,Flaccus,,
